split	en	bn
train	The shopkeeper packed eight pens.	দোকানদার আটটি কলম প্যাক করেছে।
train	The researcher uses the computer to store information.	গবেষক কম্পিউটার ব্যবহার করে তথ্য সংরক্ষণ করতে।
train	The traveler goes to the river port by boat.	ভ্রমণকারী নদীবন্দরে নৌকায় যায়।
train	If it is hot, we will play outside.	যদি গরম থাকে, আমরা বাইরে খেলব।
train	the teacher goes to the village every week.	শিক্ষক প্রতি সপ্তাহে গ্রামে যায়।
train	on Friday, the family shares stories.	শুক্রবার পরিবারটি গল্প ভাগাভাগি করে।
train	We measured validation loss for the test set.	আমরা টেস্ট সেটের ভ্যালিডেশন লস পরিমাপ করেছি।
train	The shopkeeper packed three bottles.	দোকানদার তিনটি বোতল প্যাক করেছে।
train	There is a kitchen in the cabinet.	রান্নাঘরে একটি আলমারি আছে।
train	The therapist explained proper sleep to the patient.	থেরাপিস্ট রোগীকে পর্যাপ্ত ঘুম সম্পর্কে বুঝিয়ে বলেছেন।
train	every morning, the family listens to music.	প্রতিদিন সকালে পরিবারটি গান শোনে।
train	on Friday, the family plays indoor games.	শুক্রবার পরিবারটি ঘরের ভেতর খেলা করে।
train	The dentist explained hand hygiene to the patient.	দন্তচিকিৎসক রোগীকে হাতের পরিচ্ছন্নতা সম্পর্কে বুঝিয়ে বলেছেন।
train	my sister goes to the university every week.	আমার বোন প্রতি সপ্তাহে বিশ্ববিদ্যালয়ে যায়।
train	There is a store in the clock.	দোকানে একটি ঘড়ি আছে।
train	Mina reads a newspaper every evening.	মিনা প্রতিদিন সন্ধ্যায় একটি সংবাদপত্র পড়ে।
train	We measured tokenization speed for the baseline model.	আমরা বেসলাইন মডেলের টোকেনাইজেশনের গতি পরিমাপ করেছি।
train	We measured inference time for the translation system.	আমরা অনুবাদ ব্যবস্থার ইনফারেন্স সময় পরিমাপ করেছি।
train	The small Transformer is trained for sentiment analysis.	ছোট ট্রান্সফরমারটি অনুভূতি বিশ্লেষণের জন্য প্রশিক্ষিত।
train	The student studies mathematics on Friday.	শিক্ষার্থী গণিত শুক্রবার পড়ে।
train	Where can I buy some medicine in this village?	আমি এই গ্রামে কিছু ওষুধ কোথায় কিনতে পারি?
train	The analyst uses the computer to create a report.	বিশ্লেষক কম্পিউটার ব্যবহার করে একটি প্রতিবেদন তৈরি করতে।
train	The shopkeeper packed nine books.	দোকানদার নয়টি বই প্যাক করেছে।
train	The traveler goes to the airport by taxi.	ভ্রমণকারী বিমানবন্দরে ট্যাক্সিতে যায়।
train	the student goes to school every week.	শিক্ষার্থী প্রতি সপ্তাহে স্কুলে যায়।
train	The analyst uses the computer to design a website.	বিশ্লেষক কম্পিউটার ব্যবহার করে একটি ওয়েবসাইট ডিজাইন করতে।
train	The traveler goes to the airport by car.	ভ্রমণকারী বিমানবন্দরে গাড়িতে যায়।
train	The traveler goes to Sylhet by car.	ভ্রমণকারী সিলেটে গাড়িতে যায়।
train	the student can ride a bicycle very well.	শিক্ষার্থী খুব ভালোভাবে সাইকেল চালাতে পারে।
train	The traveler goes to Chattogram by rickshaw.	ভ্রমণকারী চট্টগ্রামে রিকশায় যায়।
train	The student planted a tree this morning.	শিক্ষার্থী আজ সকালে একটি গাছ লাগিয়েছে।
train	the student can solve puzzles very well.	শিক্ষার্থী খুব ভালোভাবে ধাঁধা সমাধান করতে পারে।
train	The shirt is orange.	শার্টটি কমলা রঙের।
train	There is a classroom in the lamp.	শ্রেণিকক্ষে একটি বাতি আছে।
train	Karim reads a novel every evening.	করিম প্রতিদিন সন্ধ্যায় একটি উপন্যাস পড়ে।
train	My friend will meet the teacher after breakfast.	আমার বন্ধু সকালের নাশতার পরে শিক্ষকের সঙ্গে দেখা করবে।
train	the teacher can use a computer very well.	শিক্ষক খুব ভালোভাবে কম্পিউটার ব্যবহার করতে পারে।
train	The small Transformer is trained for language identification.	ছোট ট্রান্সফরমারটি ভাষা শনাক্তকরণের জন্য প্রশিক্ষিত।
train	every night, the family cooks together.	প্রতি রাতে পরিবারটি একসঙ্গে রান্না করে।
train	There is a office in the computer.	অফিসে একটি কম্পিউটার আছে।
train	Where can I buy a new shirt in the shopping mall?	আমি শপিং মলে একটি নতুন শার্ট কোথায় কিনতে পারি?
train	There is a library in the cabinet.	গ্রন্থাগারে একটি আলমারি আছে।
train	The shopkeeper packed four notebooks.	দোকানদার চারটি খাতা প্যাক করেছে।
train	the doctor goes to the office every week.	ডাক্তার প্রতি সপ্তাহে অফিসে যায়।
train	my brother reads a newspaper every evening.	আমার ভাই প্রতিদিন সন্ধ্যায় একটি সংবাদপত্র পড়ে।
train	The scientist uses the computer to write code.	বিজ্ঞানী কম্পিউটার ব্যবহার করে কোড লিখতে।
train	The traveler goes to Dhaka by bicycle.	ভ্রমণকারী ঢাকায় সাইকেলে যায়।
train	The flower is blue.	ফুলটি নীল।
train	The bicycle is green.	সাইকেলটি সবুজ।
train	The attention model is trained for text classification.	অ্যাটেনশন মডেলটি টেক্সট শ্রেণিবিন্যাসের জন্য প্রশিক্ষিত।
train	my sister goes to the hospital every week.	আমার বোন প্রতি সপ্তাহে হাসপাতালে যায়।
train	The car is purple.	গাড়িটি বেগুনি।
train	The traveler goes to Dhaka by boat.	ভ্রমণকারী ঢাকায় নৌকায় যায়।
train	Please close the window without delay.	দয়া করে বিলম্ব না করে জানালাটি বন্ধ করুন।
train	the teacher can ride a bicycle very well.	শিক্ষক খুব ভালোভাবে সাইকেল চালাতে পারে।
train	If it is foggy, we will play outside.	যদি কুয়াশা থাকে, আমরা বাইরে খেলব।
train	If it stops raining, we will play outside.	যদি বৃষ্টি থেমে যায়, আমরা বাইরে খেলব।
train	The shirt is brown.	শার্টটি বাদামি।
train	The developer uses the computer to test the software.	ডেভেলপার কম্পিউটার ব্যবহার করে সফটওয়্যার পরীক্ষা করতে।
train	Please read the instructions without delay.	দয়া করে বিলম্ব না করে নির্দেশনাগুলো পড়ুন।
train	The book is pink.	বইটি গোলাপি।
train	The doctor explained safe medicine use to the patient.	ডাক্তার রোগীকে নিরাপদ ওষুধ ব্যবহার সম্পর্কে বুঝিয়ে বলেছেন।
train	If it stops raining, we will travel carefully.	যদি বৃষ্টি থেমে যায়, আমরা সাবধানে ভ্রমণ করব।
train	The student studies biology on Monday.	শিক্ষার্থী জীববিজ্ঞান সোমবার পড়ে।
train	My friend will attend the meeting this evening.	আমার বন্ধু আজ সন্ধ্যায় সভায় অংশ নেবে।
train	my brother reads a report every evening.	আমার ভাই প্রতিদিন সন্ধ্যায় একটি প্রতিবেদন পড়ে।
train	The shopkeeper packed nine apples.	দোকানদার নয়টি আপেল প্যাক করেছে।
train	Rahim goes to the museum every week.	রহিম প্রতি সপ্তাহে জাদুঘরে যায়।
train	the farmer goes to school every week.	কৃষক প্রতি সপ্তাহে স্কুলে যায়।
train	The student studies geography on Monday.	শিক্ষার্থী ভূগোল সোমবার পড়ে।
train	my sister can speak English very well.	আমার বোন খুব ভালোভাবে ইংরেজি বলতে পারে।
train	The student checked the results in the evening.	শিক্ষার্থী সন্ধ্যায় ফলাফলগুলো পরীক্ষা করেছে।
train	We measured accuracy for the translation system.	আমরা অনুবাদ ব্যবস্থার নির্ভুলতা পরিমাপ করেছি।
train	Rahim likes bananas.	রহিম কলা পছন্দ করে।
train	The translation model is trained for sentiment analysis.	অনুবাদ মডেলটি অনুভূতি বিশ্লেষণের জন্য প্রশিক্ষিত।
train	If it is foggy, we will cancel the picnic.	যদি কুয়াশা থাকে, আমরা বনভোজন বাতিল করব।
train	The pharmacy is market the to the left of.	ওষুধের দোকানটি বাজারটির বাম পাশে।
train	The student studies computer science in the morning.	শিক্ষার্থী কম্পিউটার বিজ্ঞান সকালে পড়ে।
train	The student checked the results at noon.	শিক্ষার্থী দুপুরে ফলাফলগুলো পরীক্ষা করেছে।
train	Please open the door when you are ready.	দয়া করে আপনি প্রস্তুত হলে দরজাটি খুলুন।
train	every afternoon, the family shares stories.	প্রতিদিন বিকেলে পরিবারটি গল্প ভাগাভাগি করে।
train	There is a bedroom in the computer.	শোবার ঘরে একটি কম্পিউটার আছে।
train	Please wait for the teacher before you leave.	দয়া করে যাওয়ার আগে শিক্ষকের জন্য অপেক্ষা করুন।
train	every night, the family walks in the park.	প্রতি রাতে পরিবারটি পার্কে হাঁটে।
train	The student answered the question at noon.	শিক্ষার্থী দুপুরে প্রশ্নটির উত্তর দিয়েছে।
train	The student studies economics on Wednesday.	শিক্ষার্থী অর্থনীতি বুধবার পড়ে।
train	The student studies history on Wednesday.	শিক্ষার্থী ইতিহাস বুধবার পড়ে।
train	We measured inference time for the first experiment.	আমরা প্রথম পরীক্ষার ইনফারেন্স সময় পরিমাপ করেছি।
train	The translation model is trained for text summarization.	অনুবাদ মডেলটি টেক্সট সারসংক্ষেপের জন্য প্রশিক্ষিত।
train	Where can I buy fresh vegetables in this neighborhood?	আমি এই এলাকায় তাজা সবজি কোথায় কিনতে পারি?
train	Karim reads a textbook every evening.	করিম প্রতিদিন সন্ধ্যায় একটি পাঠ্যবই পড়ে।
train	Rina reads an article every evening.	রিনা প্রতিদিন সন্ধ্যায় একটি নিবন্ধ পড়ে।
train	We measured accuracy for the small model.	আমরা ছোট মডেলের নির্ভুলতা পরিমাপ করেছি।
train	my sister reads a poem every evening.	আমার বোন প্রতিদিন সন্ধ্যায় একটি কবিতা পড়ে।
train	Karim reads a science book every evening.	করিম প্রতিদিন সন্ধ্যায় একটি বিজ্ঞানের বই পড়ে।
train	My friend will prepare the documents during the holiday.	আমার বন্ধু ছুটির সময় কাগজপত্র প্রস্তুত করবে।
train	The shopkeeper packed two apples.	দোকানদার দুটি আপেল প্যাক করেছে।
train	The flower is white.	ফুলটি সাদা।
train	My friend will meet the teacher at ten o'clock.	আমার বন্ধু দশটায় শিক্ষকের সঙ্গে দেখা করবে।
train	Karim goes to the station every week.	করিম প্রতি সপ্তাহে স্টেশনে যায়।
train	The translation model is trained for intent detection.	অনুবাদ মডেলটি উদ্দেশ্য শনাক্তকরণের জন্য প্রশিক্ষিত।
train	My friend will call the manager at the weekend.	আমার বন্ধু সাপ্তাহিক ছুটিতে ব্যবস্থাপককে ফোন করবে।
train	The student sent the email last night.	শিক্ষার্থী গত রাতে ইমেইলটি পাঠিয়েছে।
train	The shopkeeper packed two packages.	দোকানদার দুটি প্যাকেট প্যাক করেছে।
train	Please read the instructions carefully.	দয়া করে সাবধানে নির্দেশনাগুলো পড়ুন।
train	The car is green.	গাড়িটি সবুজ।
train	If it is cloudy, we will play outside.	যদি আকাশ মেঘলা থাকে, আমরা বাইরে খেলব।
train	If it remains clear, we will cancel the picnic.	যদি আকাশ পরিষ্কার থাকে, আমরা বনভোজন বাতিল করব।
train	The student studies English at night.	শিক্ষার্থী ইংরেজি রাতে পড়ে।
train	There is a laboratory in the cabinet.	গবেষণাগারে একটি আলমারি আছে।
train	The student studies mathematics in the morning.	শিক্ষার্থী গণিত সকালে পড়ে।
train	Where can I buy a cup of tea in the university area?	আমি বিশ্ববিদ্যালয় এলাকায় এক কাপ চা কোথায় কিনতে পারি?
train	There is a kitchen in the lamp.	রান্নাঘরে একটি বাতি আছে।
train	my sister reads a newspaper every evening.	আমার বোন প্রতিদিন সন্ধ্যায় একটি সংবাদপত্র পড়ে।
train	Where can I buy some medicine in the city center?	আমি শহরের কেন্দ্রে কিছু ওষুধ কোথায় কিনতে পারি?
train	The pharmacy is market the to the right of.	ওষুধের দোকানটি বাজারটির ডান পাশে।
train	every night, the family shares stories.	প্রতি রাতে পরিবারটি গল্প ভাগাভাগি করে।
train	The bag is blue.	ব্যাগটি নীল।
train	the student likes rice.	শিক্ষার্থী ভাত পছন্দ করে।
train	Rahim reads a short story every evening.	রহিম প্রতিদিন সন্ধ্যায় একটি ছোটগল্প পড়ে।
train	The door is yellow.	দরজাটি হলুদ।
train	The student planted a tree last night.	শিক্ষার্থী গত রাতে একটি গাছ লাগিয়েছে।
train	The nutritionist explained routine checkups to the patient.	পুষ্টিবিদ রোগীকে নিয়মিত স্বাস্থ্য পরীক্ষা সম্পর্কে বুঝিয়ে বলেছেন।
train	Karim goes to the university every week.	করিম প্রতি সপ্তাহে বিশ্ববিদ্যালয়ে যায়।
train	the teacher likes tea.	শিক্ষক চা পছন্দ করে।
train	Where can I buy a bottle of water in the bus terminal?	আমি বাস টার্মিনালে এক বোতল পানি কোথায় কিনতে পারি?
train	Where can I buy some medicine in the hospital area?	আমি হাসপাতাল এলাকায় কিছু ওষুধ কোথায় কিনতে পারি?
train	The nutritionist explained dental care to the patient.	পুষ্টিবিদ রোগীকে দাঁতের যত্ন সম্পর্কে বুঝিয়ে বলেছেন।
train	The shopkeeper packed two oranges.	দোকানদার দুটি কমলা প্যাক করেছে।
train	My friend will finish the project next Monday.	আমার বন্ধু আগামী সোমবার প্রকল্পটি শেষ করবে।
train	If it is cold, we will stay at home.	যদি ঠান্ডা থাকে, আমরা বাড়িতে থাকব।
train	my brother reads a magazine every evening.	আমার ভাই প্রতিদিন সন্ধ্যায় একটি সাময়িকী পড়ে।
train	The neural network is trained for intent detection.	নিউরাল নেটওয়ার্কটি উদ্দেশ্য শনাক্তকরণের জন্য প্রশিক্ষিত।
train	Karim can solve puzzles very well.	করিম খুব ভালোভাবে ধাঁধা সমাধান করতে পারে।
train	before dinner, the family listens to music.	রাতের খাবারের আগে পরিবারটি গান শোনে।
train	The shopkeeper packed five apples.	দোকানদার পাঁচটি আপেল প্যাক করেছে।
train	We measured tokenization speed for the new model.	আমরা নতুন মডেলের টোকেনাইজেশনের গতি পরিমাপ করেছি।
train	My friend will join the class next Monday.	আমার বন্ধু আগামী সোমবার ক্লাসে যোগ দেবে।
train	every afternoon, the family listens to music.	প্রতিদিন বিকেলে পরিবারটি গান শোনে।
train	The student studies biology before class.	শিক্ষার্থী জীববিজ্ঞান ক্লাসের আগে পড়ে।
train	The shopkeeper packed five toys.	দোকানদার পাঁচটি খেলনা প্যাক করেছে।
train	The pharmacy is post office the beside.	ওষুধের দোকানটি ডাকঘরটির পাশে।
train	The door is purple.	দরজাটি বেগুনি।
train	The encoder-decoder model is trained for Bangla-to-English translation.	এনকোডার-ডিকোডার মডেলটি বাংলা থেকে ইংরেজি অনুবাদের জন্য প্রশিক্ষিত।
train	My friend will buy some groceries before noon.	আমার বন্ধু দুপুরের আগে কিছু মুদি পণ্য কিনবে।
train	The designer uses the computer to prepare a presentation.	ডিজাইনার কম্পিউটার ব্যবহার করে একটি উপস্থাপনা প্রস্তুত করতে।
train	my brother likes chicken.	আমার ভাই মুরগির মাংস পছন্দ করে।
train	The student repaired the bicycle at noon.	শিক্ষার্থী দুপুরে সাইকেলটি মেরামত করেছে।
train	the doctor goes to the market every week.	ডাক্তার প্রতি সপ্তাহে বাজারে যায়।
train	The student visited the museum during the break.	শিক্ষার্থী বিরতির সময় জাদুঘরটি ঘুরে দেখেছে।
train	The umbrella is white.	ছাতাটি সাদা।
train	The student studies mathematics before class.	শিক্ষার্থী গণিত ক্লাসের আগে পড়ে।
train	The cup is orange.	কাপটি কমলা রঙের।
train	the teacher reads a poem every evening.	শিক্ষক প্রতিদিন সন্ধ্যায় একটি কবিতা পড়ে।
train	The student uses the computer to store information.	শিক্ষার্থী কম্পিউটার ব্যবহার করে তথ্য সংরক্ষণ করতে।
train	before dinner, the family walks in the park.	রাতের খাবারের আগে পরিবারটি পার্কে হাঁটে।
train	My friend will travel to the city next week.	আমার বন্ধু আগামী সপ্তাহে শহরে যাবে।
train	Rina likes coffee.	রিনা কফি পছন্দ করে।
train	The student visited the museum at noon.	শিক্ষার্থী দুপুরে জাদুঘরটি ঘুরে দেখেছে।
train	the teacher likes rice.	শিক্ষক ভাত পছন্দ করে।
train	The traveler goes to the countryside by bus.	ভ্রমণকারী গ্রামাঞ্চলে বাসে যায়।
train	my brother likes bananas.	আমার ভাই কলা পছন্দ করে।
train	The pharmacy is station the beside.	ওষুধের দোকানটি স্টেশনটির পাশে।
train	Karim likes soup.	করিম স্যুপ পছন্দ করে।
train	The traveler goes to Cumilla by car.	ভ্রমণকারী কুমিল্লায় গাড়িতে যায়।
train	The pharmacy is restaurant the north of.	ওষুধের দোকানটি রেস্তোরাঁটির উত্তরে।
train	The pharmacy is hospital the within walking distance of.	ওষুধের দোকানটি হাসপাতালটির হাঁটা দূরত্বের মধ্যে।
train	The surgeon explained dental care to the patient.	সার্জন রোগীকে দাঁতের যত্ন সম্পর্কে বুঝিয়ে বলেছেন।
train	The bicycle is orange.	সাইকেলটি কমলা রঙের।
train	Rahim likes vegetables.	রহিম সবজি পছন্দ করে।
train	Karim likes chicken.	করিম মুরগির মাংস পছন্দ করে।
train	The shopkeeper packed five pens.	দোকানদার পাঁচটি কলম প্যাক করেছে।
train	Where can I buy a bottle of water in the city center?	আমি শহরের কেন্দ্রে এক বোতল পানি কোথায় কিনতে পারি?
train	If it is windy, we will drink more water.	যদি বাতাস থাকে, আমরা আরও পানি পান করব।
train	The car is red.	গাড়িটি লাল।
train	Where can I buy a notebook in the shopping mall?	আমি শপিং মলে একটি খাতা কোথায় কিনতে পারি?
train	The umbrella is orange.	ছাতাটি কমলা রঙের।
train	Karim likes coffee.	করিম কফি পছন্দ করে।
train	on Monday, the family plays indoor games.	সোমবার পরিবারটি ঘরের ভেতর খেলা করে।
train	The shopkeeper packed one toys.	দোকানদার একটি খেলনা প্যাক করেছে।
train	The traveler goes to the countryside by metro.	ভ্রমণকারী গ্রামাঞ্চলে মেট্রোতে যায়।
train	The traveler goes to Chattogram by taxi.	ভ্রমণকারী চট্টগ্রামে ট্যাক্সিতে যায়।
train	The physiotherapist explained dental care to the patient.	ফিজিওথেরাপিস্ট রোগীকে দাঁতের যত্ন সম্পর্কে বুঝিয়ে বলেছেন।
train	Please bring a notebook now.	দয়া করে এখন একটি খাতা আনুন।
train	My friend will prepare the documents after breakfast.	আমার বন্ধু সকালের নাশতার পরে কাগজপত্র প্রস্তুত করবে।
train	The flower is brown.	ফুলটি বাদামি।
train	Mina can ride a bicycle very well.	মিনা খুব ভালোভাবে সাইকেল চালাতে পারে।
train	Please answer the question one more time.	দয়া করে আরেকবার প্রশ্নটির উত্তর দিন।
train	Please check the document one more time.	দয়া করে আরেকবার নথিটি পরীক্ষা করুন।
train	If it is hot, we will stay at home.	যদি গরম থাকে, আমরা বাড়িতে থাকব।
train	The student studies English before class.	শিক্ষার্থী ইংরেজি ক্লাসের আগে পড়ে।
train	The nutritionist explained regular exercise to the patient.	পুষ্টিবিদ রোগীকে নিয়মিত ব্যায়াম সম্পর্কে বুঝিয়ে বলেছেন।
train	Mina can play football very well.	মিনা খুব ভালোভাবে ফুটবল খেলতে পারে।
train	Mina can use a computer very well.	মিনা খুব ভালোভাবে কম্পিউটার ব্যবহার করতে পারে।
train	The student studies computer science at night.	শিক্ষার্থী কম্পিউটার বিজ্ঞান রাতে পড়ে।
train	There is a hall in the telephone.	হলে একটি টেলিফোন আছে।
train	Rahim goes to the park every week.	রহিম প্রতি সপ্তাহে পার্কে যায়।
train	There is a living room in the cabinet.	বসার ঘরে একটি আলমারি আছে।
train	The traveler goes to Sylhet by taxi.	ভ্রমণকারী সিলেটে ট্যাক্সিতে যায়।
train	If it rains, we will cancel the picnic.	যদি বৃষ্টি হয়, আমরা বনভোজন বাতিল করব।
train	The baseline model is trained for headline generation.	বেসলাইন মডেলটি শিরোনাম তৈরির জন্য প্রশিক্ষিত।
train	every night, the family eats dinner together.	প্রতি রাতে পরিবারটি একসঙ্গে রাতের খাবার খায়।
train	The counselor explained drinking water to the patient.	পরামর্শদাতা রোগীকে পানি পান সম্পর্কে বুঝিয়ে বলেছেন।
train	the young athlete can organize events very well.	তরুণ খেলোয়াড় খুব ভালোভাবে অনুষ্ঠান আয়োজন করতে পারে।
train	The engineer uses the computer to train a model.	প্রকৌশলী কম্পিউটার ব্যবহার করে একটি মডেল প্রশিক্ষণ দিতে।
train	The traveler goes to Rajshahi by bus.	ভ্রমণকারী রাজশাহীতে বাসে যায়।
train	before dinner, the family cleans the house.	রাতের খাবারের আগে পরিবারটি বাড়ি পরিষ্কার করে।
train	Where can I buy a mobile charger in the station?	আমি স্টেশনে একটি মোবাইল চার্জার কোথায় কিনতে পারি?
train	We measured parameter count for the baseline model.	আমরা বেসলাইন মডেলের প্যারামিটারের সংখ্যা পরিমাপ করেছি।
train	Rina goes to school every week.	রিনা প্রতি সপ্তাহে স্কুলে যায়।
train	The bag is purple.	ব্যাগটি বেগুনি।
train	My friend will call the manager after breakfast.	আমার বন্ধু সকালের নাশতার পরে ব্যবস্থাপককে ফোন করবে।
train	Rahim likes mangoes.	রহিম আম পছন্দ করে।
train	Rahim reads a novel every evening.	রহিম প্রতিদিন সন্ধ্যায় একটি উপন্যাস পড়ে।
train	The book is purple.	বইটি বেগুনি।
train	The doctor explained stress management to the patient.	ডাক্তার রোগীকে মানসিক চাপ নিয়ন্ত্রণ সম্পর্কে বুঝিয়ে বলেছেন।
train	the student likes bananas.	শিক্ষার্থী কলা পছন্দ করে।
train	The student studies physics in the afternoon.	শিক্ষার্থী পদার্থবিজ্ঞান বিকেলে পড়ে।
train	The therapist explained stress management to the patient.	থেরাপিস্ট রোগীকে মানসিক চাপ নিয়ন্ত্রণ সম্পর্কে বুঝিয়ে বলেছেন।
train	If it rains, we will go to the park.	যদি বৃষ্টি হয়, আমরা পার্কে যাব।
train	The traveler goes to the city by boat.	ভ্রমণকারী শহরে নৌকায় যায়।
train	The language model is trained for question answering.	ভাষা মডেলটি প্রশ্নোত্তরের জন্য প্রশিক্ষিত।
train	the doctor reads a report every evening.	ডাক্তার প্রতিদিন সন্ধ্যায় একটি প্রতিবেদন পড়ে।
train	The nurse explained routine checkups to the patient.	নার্স রোগীকে নিয়মিত স্বাস্থ্য পরীক্ষা সম্পর্কে বুঝিয়ে বলেছেন।
train	We measured perplexity for the validation set.	আমরা ভ্যালিডেশন সেটের পারপ্লেক্সিটি পরিমাপ করেছি।
train	my sister can draw pictures very well.	আমার বোন খুব ভালোভাবে ছবি আঁকতে পারে।
train	The traveler goes to the river port by car.	ভ্রমণকারী নদীবন্দরে গাড়িতে যায়।
train	The student studies mathematics during the weekend.	শিক্ষার্থী গণিত সাপ্তাহিক ছুটিতে পড়ে।
train	Mina reads a history book every evening.	মিনা প্রতিদিন সন্ধ্যায় একটি ইতিহাসের বই পড়ে।
train	Karim can organize events very well.	করিম খুব ভালোভাবে অনুষ্ঠান আয়োজন করতে পারে।
train	The shopkeeper packed ten oranges.	দোকানদার দশটি কমলা প্যাক করেছে।
train	Please answer the question now.	দয়া করে এখন প্রশ্নটির উত্তর দিন।
train	The student uses the computer to design a website.	শিক্ষার্থী কম্পিউটার ব্যবহার করে একটি ওয়েবসাইট ডিজাইন করতে।
train	Mina likes bananas.	মিনা কলা পছন্দ করে।
train	Rahim reads a newspaper every evening.	রহিম প্রতিদিন সন্ধ্যায় একটি সংবাদপত্র পড়ে।
train	My friend will finish the project this afternoon.	আমার বন্ধু আজ বিকেলে প্রকল্পটি শেষ করবে।
train	My friend will call the manager during the holiday.	আমার বন্ধু ছুটির সময় ব্যবস্থাপককে ফোন করবে।
train	My friend will join the class at the weekend.	আমার বন্ধু সাপ্তাহিক ছুটিতে ক্লাসে যোগ দেবে।
train	Karim likes rice.	করিম ভাত পছন্দ করে।
train	The compact model is trained for language identification.	কমপ্যাক্ট মডেলটি ভাষা শনাক্তকরণের জন্য প্রশিক্ষিত।
train	The health worker explained dental care to the patient.	স্বাস্থ্যকর্মী রোগীকে দাঁতের যত্ন সম্পর্কে বুঝিয়ে বলেছেন।
train	The analyst uses the computer to analyze data.	বিশ্লেষক কম্পিউটার ব্যবহার করে ডেটা বিশ্লেষণ করতে।
train	The teacher uses the computer to solve a problem.	শিক্ষক কম্পিউটার ব্যবহার করে একটি সমস্যা সমাধান করতে।
train	There is a classroom in the window.	শ্রেণিকক্ষে একটি জানালা আছে।
train	The scientist uses the computer to train a model.	বিজ্ঞানী কম্পিউটার ব্যবহার করে একটি মডেল প্রশিক্ষণ দিতে।
train	My friend will buy some groceries at the weekend.	আমার বন্ধু সাপ্তাহিক ছুটিতে কিছু মুদি পণ্য কিনবে।
train	We measured accuracy for the validation set.	আমরা ভ্যালিডেশন সেটের নির্ভুলতা পরিমাপ করেছি।
train	the farmer likes mangoes.	কৃষক আম পছন্দ করে।
train	The traveler goes to the countryside by airplane.	ভ্রমণকারী গ্রামাঞ্চলে বিমানে যায়।
train	The engineer uses the computer to create a report.	প্রকৌশলী কম্পিউটার ব্যবহার করে একটি প্রতিবেদন তৈরি করতে।
train	the teacher can cook rice very well.	শিক্ষক খুব ভালোভাবে ভাত রান্না করতে পারে।
train	the young athlete can solve puzzles very well.	তরুণ খেলোয়াড় খুব ভালোভাবে ধাঁধা সমাধান করতে পারে।
train	Mina can draw pictures very well.	মিনা খুব ভালোভাবে ছবি আঁকতে পারে।
train	during the holiday, the family eats dinner together.	ছুটির সময় পরিবারটি একসঙ্গে রাতের খাবার খায়।
train	The dentist explained routine checkups to the patient.	দন্তচিকিৎসক রোগীকে নিয়মিত স্বাস্থ্য পরীক্ষা সম্পর্কে বুঝিয়ে বলেছেন।
train	The umbrella is red.	ছাতাটি লাল।
train	The cup is pink.	কাপটি গোলাপি।
train	Please save the file now.	দয়া করে এখন ফাইলটি সংরক্ষণ করুন।
train	my sister reads a novel every evening.	আমার বোন প্রতিদিন সন্ধ্যায় একটি উপন্যাস পড়ে।
train	If it is cold, we will visit the market.	যদি ঠান্ডা থাকে, আমরা বাজারে যাব।
train	every night, the family listens to music.	প্রতি রাতে পরিবারটি গান শোনে।
train	The physiotherapist explained safe medicine use to the patient.	ফিজিওথেরাপিস্ট রোগীকে নিরাপদ ওষুধ ব্যবহার সম্পর্কে বুঝিয়ে বলেছেন।
train	My friend will join the class tomorrow.	আমার বন্ধু আগামীকাল ক্লাসে যোগ দেবে।
train	The student studies economics in the morning.	শিক্ষার্থী অর্থনীতি সকালে পড়ে।
train	before dinner, the family eats dinner together.	রাতের খাবারের আগে পরিবারটি একসঙ্গে রাতের খাবার খায়।
train	The pharmacy is park the behind.	ওষুধের দোকানটি পার্কটির পেছনে।
train	If it is sunny, we will carry an umbrella.	যদি রোদ থাকে, আমরা ছাতা সঙ্গে নেব।
train	The shopkeeper packed eight shirts.	দোকানদার আটটি শার্ট প্যাক করেছে।
train	my brother goes to the park every week.	আমার ভাই প্রতি সপ্তাহে পার্কে যায়।
train	Rina likes tea.	রিনা চা পছন্দ করে।
train	during the weekend, the family listens to music.	সাপ্তাহিক ছুটিতে পরিবারটি গান শোনে।
train	Mina likes rice.	মিনা ভাত পছন্দ করে।
train	The student checked the results last night.	শিক্ষার্থী গত রাতে ফলাফলগুলো পরীক্ষা করেছে।
train	Please read the instructions before you leave.	দয়া করে যাওয়ার আগে নির্দেশনাগুলো পড়ুন।
train	the teacher likes bread.	শিক্ষক রুটি পছন্দ করে।
train	Karim goes to the park every week.	করিম প্রতি সপ্তাহে পার্কে যায়।
train	We measured memory usage for the test set.	আমরা টেস্ট সেটের মেমরি ব্যবহার পরিমাপ করেছি।
train	The student completed the assignment before lunch.	শিক্ষার্থী দুপুরের খাবারের আগে অ্যাসাইনমেন্টটি সম্পন্ন করেছে।
train	after class, the family walks in the park.	ক্লাসের পরে পরিবারটি পার্কে হাঁটে।
train	The flower is black.	ফুলটি কালো।
train	The student completed the assignment last week.	শিক্ষার্থী গত সপ্তাহে অ্যাসাইনমেন্টটি সম্পন্ন করেছে।
train	the teacher goes to the hospital every week.	শিক্ষক প্রতি সপ্তাহে হাসপাতালে যায়।
train	The shopkeeper packed ten pens.	দোকানদার দশটি কলম প্যাক করেছে।
train	Rina likes fish.	রিনা মাছ পছন্দ করে।
